customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,log_loan_duration_mo,log_loan_amount,log_age_yrs
6514251,< 0 DM,12,critical account - other non-bank loans,furniture/equipment,2246,< 100 DM,>= 7 years,3,male-single,none,3,building society savings/life insurance,60,none,own,2,skilled,1,none,yes,1,2.4849066497880004,7.716906135298388,4.0943445622221
4867066,< 0 DM,12,critical account - other non-bank loans,radio/television,385,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,3,real estate,58,none,own,4,unskilled-resident,1,yes,yes,0,2.4849066497880004,5.953243334287785,4.060443010546419
4883891,0 - 200 DM,24,past payment delays,car (new),1965,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,42,none,rent,2,skilled,1,yes,yes,0,3.1780538303479458,7.583247524303362,3.7376696182833684
9366782,none,21,current loans paid,business,1572,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled-resident,1,none,yes,0,3.044522437723423,7.360103972989152,3.58351893845611
8194462,0 - 200 DM,24,current loans paid,car (new),2718,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,4,building society savings/life insurance,20,none,rent,1,unskilled-resident,1,yes,yes,1,3.1780538303479458,7.907651594711089,2.995732273553991
3570555,< 0 DM,24,all loans at bank paid,other,1358,unknown/none,>= 7 years,4,male-single,none,3,car or other,40,stores,own,1,highly skilled,1,yes,yes,1,3.1780538303479458,7.213768308118642,3.6888794541139363
1491305,0 - 200 DM,6,all loans at bank paid,car (new),931,100 - 500 DM,< 1 year,1,female-divorced/separated/married,none,1,building society savings/life insurance,32,stores,own,1,unskilled-resident,1,none,yes,1,1.791759469228055,6.836259277277067,3.4657359027997265
3303554,< 0 DM,24,current loans paid,car (new),1442,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,car or other,23,none,rent,2,skilled,1,none,yes,1,3.1780538303479458,7.273786317844895,3.1354942159291497
3657362,0 - 200 DM,24,no credit - paid,business,4241,< 100 DM,1 - 4 years,1,male-single,none,4,real estate,36,none,own,3,unskilled-resident,1,yes,yes,1,3.1780538303479458,8.352554369474591,3.58351893845611
5220673,none,18,critical account - other non-bank loans,car (new),2775,< 100 DM,4 - 7 years,2,male-single,none,2,building society savings/life insurance,31,bank,own,2,skilled,1,none,yes,1,2.8903717578961645,7.928406026180535,3.4339872044851463
5869534,none,24,past payment delays,business,3863,< 100 DM,1 - 4 years,1,male-single,none,2,unknown-none,32,none,for free,1,skilled,1,none,yes,0,3.1780538303479458,8.259199362666282,3.4657359027997265
2213067,0 - 200 DM,7,current loans paid,radio/television,2329,< 100 DM,< 1 year,1,female-divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,0,1.9459101490553132,7.753194269884341,3.8066624897703196
1024391,0 - 200 DM,24,all loans at bank paid,education,1837,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,unknown-none,34,bank,for free,1,unskilled-resident,1,none,yes,1,3.1780538303479458,7.515889085215125,3.5263605246161616
5699583,none,36,current loans paid,furniture/equipment,3349,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,28,none,own,1,highly skilled,1,yes,yes,1,3.58351893845611,8.116417072794205,3.332204510175204
2566539,> 200 DM or salary assignment,10,current loans paid,furniture/equipment,1275,< 100 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,0,2.302585092994046,7.150701457592526,3.1354942159291497
6680952,< 0 DM,24,all loans at bank paid,furniture/equipment,2828,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.947325027016463,3.091042453358316
7697857,none,24,critical account - other non-bank loans,business,4526,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,74,none,own,1,highly skilled,1,yes,yes,0,3.1780538303479458,8.417593826193484,4.30406509320417
1147017,0 - 200 DM,36,current loans paid,radio/television,2671,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,co-applicant,4,unknown-none,50,none,for free,1,skilled,1,none,yes,1,3.58351893845611,7.890208213109961,3.912023005428146
1877439,none,18,current loans paid,radio/television,2051,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,skilled,1,none,yes,0,2.8903717578961645,7.62608275807238,3.4965075614664802
8278164,none,15,current loans paid,car (used),1300,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,45,bank,for free,1,skilled,2,none,yes,0,2.70805020110221,7.170119543449628,3.8066624897703196
5491895,< 0 DM,12,current loans paid,domestic appliances,741,100 - 500 DM,unemployed,4,female-divorced/separated/married,none,3,building society savings/life insurance,22,none,own,1,skilled,1,none,yes,1,2.4849066497880004,6.608000625296087,3.091042453358316
1885075,> 200 DM or salary assignment,10,current loans paid,car (new),1240,100 - 500 DM,>= 7 years,1,female-divorced/separated/married,none,4,unknown-none,48,none,for free,1,unskilled-resident,2,none,yes,1,2.302585092994046,7.122866658599083,3.871201010907891
6750986,< 0 DM,21,current loans paid,radio/television,3357,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,2,car or other,29,bank,own,1,skilled,1,none,yes,0,3.044522437723423,8.118802996980035,3.367295829986474
8900389,< 0 DM,24,all loans at bank paid,car (used),3632,< 100 DM,1 - 4 years,1,female-divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled,1,none,no,0,3.1780538303479458,8.197538739721184,3.091042453358316
3583117,none,18,past payment delays,furniture/equipment,1808,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,1,real estate,22,none,own,1,skilled,1,none,yes,1,2.8903717578961645,7.4999765409521215,3.091042453358316
6196790,0 - 200 DM,48,no credit - paid,business,12204,unknown/none,1 - 4 years,2,male-single,none,2,car or other,48,bank,own,1,highly skilled,1,yes,yes,0,3.871201010907891,9.40951904583656,3.871201010907891
9626587,0 - 200 DM,60,past payment delays,radio/television,9157,unknown/none,1 - 4 years,2,male-single,none,2,unknown-none,27,none,for free,1,highly skilled,1,none,yes,0,4.0943445622221,9.122273893107732,3.295836866004329
1451248,< 0 DM,6,critical account - other non-bank loans,car (new),3676,< 100 DM,1 - 4 years,1,male-single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,0,1.791759469228055,8.209580483475577,3.6109179126442243
2753919,0 - 200 DM,30,current loans paid,furniture/equipment,3441,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled,1,none,yes,1,3.4011973816621555,8.14351740579748,3.044522437723423
5526862,none,12,current loans paid,car (new),640,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,49,none,own,1,unskilled-resident,1,none,yes,0,2.4849066497880004,6.461468176353717,3.8918202981106265
4872213,0 - 200 DM,21,critical account - other non-bank loans,business,3652,< 100 DM,4 - 7 years,2,male-single,none,3,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0,3.044522437723423,8.20303024171486,3.295836866004329
2393150,none,18,critical account - other non-bank loans,car (new),1530,< 100 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,32,bank,own,2,skilled,1,none,yes,1,2.8903717578961645,7.333023014386481,3.4657359027997265
5713333,none,48,current loans paid,business,3914,unknown/none,1 - 4 years,4,male-divorced/separated,none,2,real estate,38,bank,own,1,skilled,1,none,yes,1,3.871201010907891,8.272315147956022,3.6375861597263857
1937588,< 0 DM,12,current loans paid,furniture/equipment,1858,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,car or other,22,none,rent,1,skilled,1,none,yes,0,2.4849066497880004,7.527255919373784,3.091042453358316
9355241,< 0 DM,18,current loans paid,radio/television,2600,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,65,none,for free,2,skilled,1,none,yes,1,2.8903717578961645,7.8632667240095735,4.174387269895637
5508301,none,15,current loans paid,radio/television,1979,unknown/none,>= 7 years,4,male-single,none,2,car or other,35,none,own,1,skilled,1,none,yes,0,2.70805020110221,7.590346945602565,3.5553480614894135
3586335,> 200 DM or salary assignment,6,current loans paid,furniture/equipment,2116,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,0,1.791759469228055,7.65728279297819,3.713572066704308
1838843,0 - 200 DM,9,all loans at bank paid,car (new),1437,100 - 500 DM,4 - 7 years,2,male-single,none,3,unknown-none,29,none,own,1,skilled,1,none,yes,1,2.1972245773362196,7.270312886079025,3.367295829986474
4763001,none,42,critical account - other non-bank loans,furniture/equipment,4042,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,0,3.7376696182833684,8.304494897963567,3.58351893845611
4124475,none,9,current loans paid,education,3832,unknown/none,>= 7 years,1,male-single,none,4,real estate,64,none,own,1,unskilled-resident,1,none,yes,0,2.1972245773362196,8.251142139090751,4.1588830833596715
1746129,< 0 DM,24,current loans paid,radio/television,3660,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,28,none,own,1,skilled,1,none,yes,0,3.1780538303479458,8.205218426395412,3.332204510175204
8578734,< 0 DM,18,all loans at bank paid,furniture/equipment,1553,< 100 DM,1 - 4 years,4,male-single,none,3,car or other,44,bank,own,1,skilled,1,none,yes,1,2.8903717578961645,7.347943823148687,3.784189633918261
3544577,0 - 200 DM,15,current loans paid,radio/television,1444,unknown/none,< 1 year,4,male-single,none,1,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,0,2.70805020110221,7.275172319452771,3.1354942159291497
5640616,none,9,current loans paid,furniture/equipment,1980,< 100 DM,< 1 year,2,female-divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled,1,none,yes,1,2.1972245773362196,7.590852123688581,2.9444389791664403
3695680,0 - 200 DM,24,current loans paid,car (new),1355,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,car or other,25,none,own,1,unskilled-resident,1,yes,yes,1,3.1780538303479458,7.2115567333138015,3.2188758248682006
1665899,none,12,current loans paid,education,1393,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,47,bank,own,3,skilled,2,yes,yes,0,2.4849066497880004,7.239214973779806,3.8501476017100584
3336776,none,24,current loans paid,radio/television,1376,500 - 1000 DM,4 - 7 years,4,female-divorced/separated/married,none,1,car or other,28,none,own,1,skilled,1,none,yes,0,3.1780538303479458,7.226936018493289,3.332204510175204
3175919,none,60,past payment delays,radio/television,15653,< 100 DM,4 - 7 years,2,male-single,none,4,car or other,21,none,own,2,skilled,1,yes,yes,0,4.0943445622221,9.658417870888224,3.044522437723423
6193893,none,12,current loans paid,radio/television,1493,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,car or other,34,none,own,1,skilled,2,none,yes,0,2.4849066497880004,7.30854279753919,3.5263605246161616
9308059,< 0 DM,42,past payment delays,radio/television,4370,< 100 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,26,bank,own,2,skilled,2,yes,yes,1,3.7376696182833684,8.382518288089635,3.258096538021482
7240888,< 0 DM,18,current loans paid,education,750,< 100 DM,unemployed,4,female-divorced/separated/married,none,1,real estate,27,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1,2.8903717578961645,6.620073206530356,3.295836866004329
7390720,0 - 200 DM,15,current loans paid,repairs,1308,< 100 DM,>= 7 years,4,male-single,none,4,car or other,38,none,own,2,unskilled-resident,1,none,yes,0,2.70805020110221,7.176254532017144,3.6375861597263857
2244055,none,15,current loans paid,education,4623,100 - 500 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,40,none,own,1,highly skilled,1,yes,yes,1,2.70805020110221,8.438799123988225,3.6888794541139363
9290774,none,24,critical account - other non-bank loans,radio/television,1851,< 100 DM,4 - 7 years,4,male-married/widowed,guarantor,2,car or other,33,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.523481312573497,3.4965075614664802
9895994,< 0 DM,18,critical account - other non-bank loans,radio/television,1880,< 100 DM,4 - 7 years,4,male-married/widowed,none,1,building society savings/life insurance,32,none,own,2,highly skilled,1,yes,yes,0,2.8903717578961645,7.539027055823995,3.4657359027997265
5985690,none,36,past payment delays,business,7980,unknown/none,< 1 year,4,male-single,none,4,car or other,27,none,rent,2,skilled,1,yes,yes,1,3.58351893845611,8.984693690443855,3.295836866004329
1445890,< 0 DM,30,no credit - paid,furniture/equipment,4583,< 100 DM,1 - 4 years,2,male-divorced/separated,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,0,3.4011973816621555,8.430109084509125,3.4657359027997265
9446992,none,12,current loans paid,car (new),1386,500 - 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,1,2.4849066497880004,7.234177179749849,3.258096538021482
7946983,> 200 DM or salary assignment,24,current loans paid,car (new),947,< 100 DM,4 - 7 years,4,male-single,none,3,unknown-none,38,bank,for free,1,skilled,2,none,yes,1,3.1780538303479458,6.853299093186078,3.6375861597263857
3808692,< 0 DM,12,current loans paid,education,684,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,40,none,rent,1,unskilled-resident,2,none,yes,1,2.4849066497880004,6.52795791762255,3.6888794541139363
6960835,< 0 DM,48,current loans paid,education,7476,< 100 DM,4 - 7 years,4,male-single,none,1,unknown-none,50,none,for free,1,highly skilled,1,yes,yes,0,3.871201010907891,8.919453168575453,3.912023005428146
6472767,0 - 200 DM,12,current loans paid,furniture/equipment,1922,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,37,none,own,1,unskilled-resident,1,none,yes,1,2.4849066497880004,7.561121589530238,3.6109179126442243
9116367,< 0 DM,24,current loans paid,car (new),2303,< 100 DM,>= 7 years,4,male-single,co-applicant,1,real estate,45,none,own,1,skilled,1,none,yes,1,3.1780538303479458,7.741967899820685,3.8066624897703196
2210355,0 - 200 DM,36,past payment delays,car (new),8086,100 - 500 DM,>= 7 years,2,male-single,none,4,car or other,42,none,own,4,highly skilled,1,yes,yes,1,3.58351893845611,8.997889450200717,3.7376696182833684
2597995,none,24,critical account - other non-bank loans,car (used),2346,< 100 DM,4 - 7 years,4,male-single,none,3,car or other,35,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.76046702921342,3.5553480614894135
9519867,< 0 DM,14,current loans paid,car (new),3973,< 100 DM,unemployed,1,male-single,none,4,unknown-none,22,none,for free,1,skilled,1,none,yes,0,2.6390573296152584,8.287276755814599,3.091042453358316
3698602,0 - 200 DM,12,current loans paid,car (new),888,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1,2.4849066497880004,6.78897174299217,3.713572066704308
7748894,none,48,current loans paid,radio/television,10222,unknown/none,4 - 7 years,4,male-single,none,3,car or other,37,stores,own,1,skilled,1,yes,yes,0,3.871201010907891,9.232297539328226,3.6109179126442243
5309238,0 - 200 DM,30,no credit - paid,business,4221,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,1,car or other,28,none,own,2,skilled,1,none,yes,0,3.4011973816621555,8.347827345782498,3.332204510175204
4970061,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,6361,< 100 DM,>= 7 years,2,male-single,none,1,unknown-none,41,none,own,1,skilled,1,yes,yes,0,2.8903717578961645,8.757940876678804,3.713572066704308
2854826,> 200 DM or salary assignment,12,current loans paid,radio/television,1297,< 100 DM,1 - 4 years,3,male-married/widowed,none,4,real estate,23,none,rent,1,skilled,1,none,yes,0,2.4849066497880004,7.167809184316444,3.1354942159291497
3463374,< 0 DM,12,current loans paid,car (new),900,unknown/none,1 - 4 years,4,male-married/widowed,none,2,car or other,23,none,own,1,skilled,1,none,yes,1,2.4849066497880004,6.802394763324311,3.1354942159291497
